Zip,State,Population
68828,NE,331
68829,NE,216
68831,NE,890
68832,NE,1496
68833,NE,225
68834,NE,229
68835,NE,310
68836,NE,1256
68837,NE,305
68838,NE,313
68840,NE,1901
68841,NE,522
68842,NE,832
68843,NE,897
68844,NE,285
68846,NE,405
68847,NE,28674
68850,NE,8970
68852,NE,629
68853,NE,1810
68854,NE,563
68855,NE,473
68856,NE,913
68858,NE,337
68859,NE,626
68860,NE,539
68861,NE,379
68862,NE,3629
68863,NE,1090
68864,NE,1142
68865,NE,517
68866,NE,654
68868,NE,297
68869,NE,1646
68870,NE,784
68871,NE,489
68872,NE,705
68873,NE,3088
68874,NE,1042
68875,NE,711
68876,NE,1256
68878,NE,448
68879,NE,683
68881,NE,172
68882,NE,466
68883,NE,2071
68901,NE,25562
68920,NE,1587
68922,NE,1246
68923,NE,261
68924,NE,1547
68925,NE,616
68926,NE,959
68927,NE,1566
68928,NE,579
68929,NE,431
68930,NE,1291
68932,NE,525
68933,NE,1115
68934,NE,342
68935,NE,795
68936,NE,246
68937,NE,956
68938,NE,569
68939,NE,1305
68940,NE,558
68941,NE,447
68942,NE,530
68943,NE,462
68944,NE,1400
68945,NE,197
68946,NE,217
68947,NE,663
68948,NE,369
68949,NE,6744
68950,NE,413
68951,NE,89
68952,NE,249
68954,NE,113
68955,NE,1058
68956,NE,1076
68957,NE,594
68958,NE,586
68959,NE,4365
68960,NE,361
68961,NE,1084
68964,NE,312
68966,NE,760
68967,NE,1306
68969,NE,148
68970,NE,1630
68971,NE,429
68972,NE,394
68973,NE,603
68974,NE,324
68975,NE,1704
68976,NE,972
68977,NE,396
68978,NE,2902
68979,NE,215
68980,NE,381
68981,NE,259
68982,NE,520
69001,NE,9513
69020,NE,519
69021,NE,1813
69022,NE,1347
69023,NE,288
69024,NE,1560
69025,NE,1095
69026,NE,283
69027,NE,217
69028,NE,829
69029,NE,243
69030,NE,398
69031,NE,222
69032,NE,1000
69033,NE,2372
69034,NE,1213
69035,NE,613
69036,NE,182
69037,NE,164
69038,NE,689
69039,NE,355
69040,NE,544
69041,NE,207
69042,NE,128
69043,NE,776
69044,NE,870
69045,NE,891
69046,NE,264
69101,NE,26416
69120,NE,1099
69121,NE,462
69122,NE,792
69123,NE,1243
69125,NE,411
69127,NE,792
69128,NE,355
69129,NE,1445
69130,NE,5221
69131,NE,511
69132,NE,132
69133,NE,426
69134,NE,448
69135,NE,132
69138,NE,3739
69140,NE,1896
69141,NE,624
69142,NE,166
69143,NE,1685
69144,NE,247
69145,NE,3327
69146,NE,303
69147,NE,612
69148,NE,214
69149,NE,642
69150,NE,546
69151,NE,722
69152,NE,793
69153,NE,6329
69154,NE,1634
69155,NE,913
69156,NE,658
69157,NE,217
69161,NE,169
69162,NE,7059
69163,NE,878
69165,NE,1472
69166,NE,503
69167,NE,546
69168,NE,433
69169,NE,571
69170,NE,311
69201,NE,4504
69210,NE,2580
69211,NE,156
69212,NE,229
69214,NE,371
69216,NE,213
69217,NE,706
69218,NE,873
69221,NE,200
69301,NE,11903
69331,NE,84
69333,NE,151
69334,NE,2378
69335,NE,218
69336,NE,2550
69337,NE,6661
69339,NE,1492
69340,NE,310
69341,NE,11631
69343,NE,2666
69345,NE,852
69346,NE,1525
69347,NE,1570
69348,NE,1280
69349,NE,208
69350,NE,430
69351,NE,5
69352,NE,988
69354,NE,605
69356,NE,2355
69357,NE,2998
69358,NE,1469
69360,NE,1955
69361,NE,16373
69366,NE,188
69367,NE,263
89001,NV,926
89005,NV,12920
89008,NV,1214
89013,NV,712
89014,NV,27761
89015,NV,35694
89017,NV,97
89018,NV,4114
89019,NV,1344
89020,NV,3506
89029,NV,4801
89030,NV,16
89031,NV,48113
89040,NV,8191
89041,NV,7440
89043,NV,1538
89045,NV,1302
89046,NV,948
89047,NV,632
89049,NV,4724
89101,NV,40270
89102,NV,48070
89103,NV,33258
89104,NV,26805
89106,NV,21458
89107,NV,32628
89108,NV,46924
89109,NV,35139
89110,NV,43396
89113,NV,1801
89115,NV,51532
89117,NV,30271
89118,NV,9932
89119,NV,38719
89120,NV,16191
89121,NV,50168
89122,NV,27409
89123,NV,6706
89124,NV,2580
89128,NV,18956
89129,NV,5610
89130,NV,4383
89131,NV,1721
89134,NV,3630
89301,NV,8558
89310,NV,1026
89311,NV,269
89316,NV,1118
89317,NV,437
89403,NV,2183
89404,NV,199
89405,NV,246
89406,NV,17938
89408,NV,5188
89409,NV,809
89410,NV,15778
89412,NV,469
89413,NV,5705
89414,NV,411
89415,NV,5172
89418,NV,1060
89419,NV,3276
89420,NV,501
89423,NV,3385
89424,NV,610
89425,NV,1039
89426,NV,244
89427,NV,802
89429,NV,3261
89430,NV,70
89431,NV,33923
89433,NV,11261
89434,NV,20249
89436,NV,4228
89440,NV,2526
89442,NV,757
89444,NV,1004
89445,NV,10951
89447,NV,6157
89451,NV,7807
89501,NV,2664
89502,NV,38332
89503,NV,23955
89506,NV,24254
89509,NV,36606
89510,NV,613
89511,NV,16412
89512,NV,21009
89523,NV,7697
89701,NV,18817
89703,NV,8047
89704,NV,82
89705,NV,2703
89706,NV,19276
89801,NV,24461
89820,NV,5240
89821,NV,429
89822,NV,2272
89823,NV,69
89825,NV,95
89831,NV,1259
89833,NV,37
89834,NV,1
89835,NV,5336
3031,NH,8998
3032,NH,4085
3033,NH,2410
3034,NH,3557
3036,NH,2691
3037,NH,3124
3038,NH,29556
3042,NH,6797
3043,NH,1219
3044,NH,2677
3045,NH,9428
3047,NH,1422
3048,NH,3443
3049,NH,5705
3051,NH,26489
3053,NH,19687
3054,NH,21632
3055,NH,11795
3057,NH,1812
3060,NH,41438
3062,NH,23927
3063,NH,14891
3070,NH,2701
3071,NH,4014
3076,NH,6012
3077,NH,9005
3079,NH,25746
3082,NH,1294
3084,NH,1194
3086,NH,3122
3087,NH,9000
3101,NH,2697
3102,NH,29308
3103,NH,36613
3104,NH,29950
3106,NH,8668
3109,NH,7884
3110,NH,12468
3216,NH,1638
3217,NH,2056
3218,NH,793
3220,NH,2997
3221,NH,3273
3222,NH,4288
3223,NH,2802
3224,NH,2085
3225,NH,2307
3226,NH,470
3227,NH,615
3229,NH,6071
3230,NH,1098
3231,NH,177
3232,NH,47
3234,NH,2931
3235,NH,9780
3237,NH,1308
3240,NH,890
3241,NH,657
3242,NH,4151
3243,NH,778
3244,NH,5246
3246,NH,24409
3251,NH,1229
3253,NH,5959
3254,NH,3208
3256,NH,1214
3257,NH,3280
3259,NH,338
3261,NH,3013
3262,NH,1091
3263,NH,5806
3264,NH,8980
3266,NH,1912
3268,NH,140
3269,NH,699
3275,NH,11565
3276,NH,7356
3278,NH,3265
3279,NH,886
3280,NH,628
3281,NH,7481
3282,NH,556
3284,NH,788
3287,NH,931
3290,NH,598
3291,NH,27
3301,NH,34035
3303,NH,12046
3304,NH,5500
3431,NH,23882
3440,NH,3379
3441,NH,285
3442,NH,1236
3443,NH,1455
3444,NH,1474
3445,NH,169
3446,NH,796
3447,NH,2016
3448,NH,745
3449,NH,1526
3450,NH,981
3451,NH,3936
3452,NH,5334
3455,NH,1927
3456,NH,650
3457,NH,535
3458,NH,5713
3461,NH,4968
3462,NH,1266
3464,NH,622
3465,NH,2097
3466,NH,391
3467,NH,1596
3469,NH,5440
3470,NH,4625
3561,NH,6663
3570,NH,12892
3574,NH,1885
3576,NH,4232
3579,NH,366
3580,NH,1090
3581,NH,3610
3582,NH,2527
3583,NH,986
3584,NH,3825
3585,NH,2295
3588,NH,987
3590,NH,927
3592,NH,1104
3598,NH,3139
3602,NH,1721
3603,NH,4678
3605,NH,323
3607,NH,1008
3608,NH,2466
3609,NH,744
3740,NH,155
3741,NH,3065
3743,NH,14820
3745,NH,2275
3748,NH,4118
3750,NH,944
3752,NH,742
3753,NH,1247
3755,NH,7070
3765,NH,498
3766,NH,9032
3768,NH,2172
3770,NH,126
3771,NH,760
3773,NH,8073
3774,NH,1744
3777,NH,1008
3779,NH,431
3780,NH,751
3781,NH,1314
3782,NH,2570
3784,NH,3784
3785,NH,2292
3801,NH,27430
3809,NH,2939
3810,NH,157
3811,NH,5145
3812,NH,1379
3813,NH,2394
3814,NH,2492
3815,NH,436
3816,NH,885
3817,NH,70
3818,NH,1875
3819,NH,2471
3820,NH,27182
3824,NH,15487
3825,NH,5842
3826,NH,1880
3827,NH,3197
3830,NH,675
3833,NH,14374
3835,NH,4676
3836,NH,935
3837,NH,1301
3838,NH,84
3839,NH,4474
3840,NH,2450
3841,NH,5291
3842,NH,12278
3844,NH,1503
3845,NH,1811
3846,NH,689
3848,NH,6111
3849,NH,1669
3852,NH,514
3853,NH,696
3854,NH,840
3855,NH,2148
3857,NH,9049
3858,NH,2944
3860,NH,3458
3862,NH,3637
3864,NH,1490
3865,NH,7124
3867,NH,3793
3868,NH,20616
3869,NH,2395
3870,NH,4415
3872,NH,2382
3873,NH,4060
3874,NH,6503
3875,NH,640
3878,NH,11170
3882,NH,201
3883,NH,188
3884,NH,1618
3885,NH,4967
3886,NH,1285
3887,NH,4229
3890,NH,362
3894,NH,5586
7001,NJ,14953
7002,NJ,61444
7003,NJ,46131
7004,NJ,7567
7005,NJ,13961
7006,NJ,24946
7008,NJ,19025
7009,NJ,11787
7010,NJ,20687
7011,NJ,31569
7012,NJ,10107
7013,NJ,25503
7014,NJ,4288
7016,NJ,22866
7017,NJ,41737
7018,NJ,32618
7020,NJ,5001
7021,NJ,2102
7022,NJ,10682
7023,NJ,6528
7024,NJ,32030
7026,NJ,26727
7027,NJ,4277
7028,NJ,7751
7029,NJ,15587
7030,NJ,33397
7031,NJ,13629
7032,NJ,34869
7033,NJ,7516
7034,NJ,9361
7035,NJ,10814
7036,NJ,37859
7039,NJ,26677
7040,NJ,21588
7041,NJ,6501
7042,NJ,24938
7043,NJ,11891
7044,NJ,13583
7045,NJ,6571
7046,NJ,4250
7047,NJ,50823
7050,NJ,28789
7052,NJ,38639
7054,NJ,27179
7055,NJ,58325
7057,NJ,10816
7058,NJ,4345
7059,NJ,10867
7060,NJ,43471
7062,NJ,12756
7063,NJ,14285
7064,NJ,4083
7065,NJ,25296
7066,NJ,14973
7067,NJ,18488
7068,NJ,4820
7070,NJ,17790
7071,NJ,18423
7072,NJ,5541
7073,NJ,7874
7074,NJ,2817
7075,NJ,7548
7076,NJ,18514
7077,NJ,2463
7078,NJ,12129
7079,NJ,16115
7080,NJ,20540
7081,NJ,13452
7082,NJ,4355
7083,NJ,46608
7087,NJ,69646
7088,NJ,3481
7090,NJ,31885
7092,NJ,6660
7093,NJ,44735
7094,NJ,14061
7095,NJ,15827
7102,NJ,10328
7103,NJ,36949
7104,NJ,47183
7105,NJ,38104
7106,NJ,35013
7107,NJ,36649
7108,NJ,29730
7109,NJ,34924
7110,NJ,26441
7111,NJ,60986
7112,NJ,30356
7114,NJ,11260
7201,NJ,25826
7202,NJ,33981
7203,NJ,20159
7204,NJ,12784
7205,NJ,20860
7206,NJ,23830
7208,NJ,26609
7302,NJ,32876
7304,NJ,42101
7305,NJ,58655
7306,NJ,53257
7307,NJ,40704
7310,NJ,944
7401,NJ,5907
7403,NJ,7520
7405,NJ,15325
7407,NJ,17649
7410,NJ,30522
7416,NJ,5380
7417,NJ,9873
7418,NJ,2446
7419,NJ,4198
7420,NJ,4813
7421,NJ,6907
7422,NJ,7615
7423,NJ,3967
7424,NJ,22626
7430,NJ,17991
7432,NJ,6693
7435,NJ,1624
7436,NJ,11997
7438,NJ,10453
7439,NJ,2722
7440,NJ,4932
7442,NJ,10539
7444,NJ,8028
7446,NJ,13135
7450,NJ,24452
7452,NJ,10942
7456,NJ,12645
7457,NJ,2365
7458,NJ,10148
7460,NJ,3375
7461,NJ,15969
7462,NJ,6460
7463,NJ,9720
7465,NJ,4941
7470,NJ,46815
7480,NJ,15417
7481,NJ,15372
7501,NJ,33364
7502,NJ,12698
7503,NJ,18683
7504,NJ,12152
7505,NJ,1837
7506,NJ,16920
7508,NJ,19757
7512,NJ,10147
7513,NJ,10088
7514,NJ,18860
7522,NJ,21813
7524,NJ,11887
7601,NJ,36963
7603,NJ,7824
7604,NJ,11499
7605,NJ,8326
7606,NJ,2150
7607,NJ,9473
7608,NJ,22
7620,NJ,1716
7621,NJ,24613
7624,NJ,8101
7626,NJ,7633
7627,NJ,4718
7628,NJ,17187
7630,NJ,6519
7631,NJ,24869
7632,NJ,5644
7640,NJ,4628
7641,NJ,3384
7642,NJ,9771
7643,NJ,9970
7644,NJ,22345
7645,NJ,6935
7646,NJ,15799
7647,NJ,4833
7648,NJ,4858
7649,NJ,8069
7650,NJ,14536
7652,NJ,25085
7656,NJ,8120
7657,NJ,9753
7660,NJ,12454
7661,NJ,10603
7662,NJ,18883
7666,NJ,37822
7670,NJ,13297
7675,NJ,39036
7701,NJ,22320
7702,NJ,3096
7703,NJ,919
7704,NJ,5176
7711,NJ,2030
7712,NJ,35939
7716,NJ,8440
7717,NJ,2165
7718,NJ,6601
7719,NJ,19146
7720,NJ,4475
7721,NJ,2332
7722,NJ,8623
7723,NJ,1722
7724,NJ,23682
7726,NJ,28928
7727,NJ,4794
7728,NJ,42567
7730,NJ,17181
7731,NJ,31114
7732,NJ,4962
7733,NJ,11165
7734,NJ,21931
7735,NJ,21082
7737,NJ,5027
7738,NJ,6214
7739,NJ,5683
7740,NJ,29053
7746,NJ,14956
7747,NJ,26130
7748,NJ,22727
7750,NJ,3329
7751,NJ,11680
7753,NJ,32147
7755,NJ,5637
7756,NJ,4723
7757,NJ,5227
7758,NJ,4698
7760,NJ,9700
7762,NJ,9384
7764,NJ,7666
7801,NJ,25588
7821,NJ,8931
7822,NJ,1555
7823,NJ,5790
7825,NJ,8815
7826,NJ,5009
7827,NJ,3228
7828,NJ,11588
7830,NJ,5526
7832,NJ,3185
7834,NJ,14075
7836,NJ,10548
7838,NJ,2303
7840,NJ,23440
7843,NJ,11920
7847,NJ,1356
7848,NJ,2992
7849,NJ,7241
7850,NJ,6482
7851,NJ,807
7852,NJ,997
7853,NJ,12345
7856,NJ,2240
7857,NJ,3330
7860,NJ,25022
7863,NJ,2610
7865,NJ,2124
7866,NJ,20388
7869,NJ,20870
7871,NJ,15324
7874,NJ,9375
7876,NJ,10640
7881,NJ,67
7882,NJ,13409
7885,NJ,7842
7901,NJ,20151
7920,NJ,17810
7921,NJ,6515
7922,NJ,11155
7924,NJ,6454
7927,NJ,3449
7928,NJ,16708
7930,NJ,6635
7931,NJ,2728
7932,NJ,8473
7933,NJ,3296
7934,NJ,887
7935,NJ,893
7936,NJ,9904
7940,NJ,15960
7945,NJ,7756
7946,NJ,2506
7950,NJ,16528
7960,NJ,38516
7974,NJ,11838
7976,NJ,682
7980,NJ,2355
7981,NJ,7233
8002,NJ,21271
8003,NJ,29058
8004,NJ,14312
8005,NJ,13036
8007,NJ,5185
8008,NJ,8647
8009,NJ,14034
8010,NJ,11361
8012,NJ,35874
8014,NJ,702
8015,NJ,21735
8016,NJ,25065
8019,NJ,215
8020,NJ,3169
8021,NJ,48953
8022,NJ,5709
8026,NJ,2383
8027,NJ,5102
8028,NJ,15492
8029,NJ,5205
8030,NJ,14454
8031,NJ,12568
8033,NJ,17496
8034,NJ,18836
8035,NJ,8034
8037,NJ,22484
8041,NJ,115
8043,NJ,21308
8045,NJ,2840
8046,NJ,36471
8048,NJ,170
8049,NJ,5931
8050,NJ,12188
8051,NJ,8080
8052,NJ,19365
8053,NJ,33299
8054,NJ,29805
8055,NJ,25033
8056,NJ,1850
8057,NJ,16092
8059,NJ,5267
8060,NJ,31606
8061,NJ,239
8062,NJ,8720
8063,NJ,3398
8065,NJ,6916
8066,NJ,10269
8067,NJ,1565
8068,NJ,11000
8069,NJ,14138
8070,NJ,12717
8071,NJ,9697
8075,NJ,24468
8077,NJ,17498
8078,NJ,8589
8079,NJ,14129
8080,NJ,23121
8081,NJ,29949
8083,NJ,11913
8084,NJ,7217
8085,NJ,7968
8086,NJ,3395
8087,NJ,17728
8088,NJ,25480
8089,NJ,4344
8090,NJ,9129
8091,NJ,5244
8092,NJ,2502
8093,NJ,9696
8094,NJ,30978
8096,NJ,34147
8097,NJ,3625
8098,NJ,8013
8102,NJ,10107
8103,NJ,17818
8104,NJ,26375
8105,NJ,34450
8106,NJ,10355
8107,NJ,14161
8108,NJ,18125
8109,NJ,22294
8110,NJ,15447
8201,NJ,26645
8202,NJ,1813
8203,NJ,9388
8204,NJ,18084
8210,NJ,13521
8215,NJ,10362
8221,NJ,9353
8223,NJ,4420
8225,NJ,7503
8226,NJ,15512
8230,NJ,4443
8232,NJ,30292
8241,NJ,992
8242,NJ,2943
8243,NJ,2675
8244,NJ,11227
8247,NJ,1076
8248,NJ,163
8251,NJ,9308
8260,NJ,14194
8270,NJ,7370
8302,NJ,45485
8310,NJ,1501
8311,NJ,1521
8312,NJ,6584
8314,NJ,135
8317,NJ,1018
8318,NJ,8050
8319,NJ,1130
8322,NJ,10484
8324,NJ,264
8326,NJ,1915
8327,NJ,49
8328,NJ,1348
8330,NJ,24487
8332,NJ,36591
8340,NJ,463
8341,NJ,1548
8343,NJ,5068
8344,NJ,5363
8345,NJ,1190
8346,NJ,682
8349,NJ,2726
8350,NJ,1046
8360,NJ,56319
8401,NJ,31907
8402,NJ,9484
8403,NJ,318
8406,NJ,19050
8501,NJ,4041
8502,NJ,12677
8505,NJ,12835
8510,NJ,3364
8511,NJ,262
8512,NJ,13743
8514,NJ,3522
8515,NJ,1700
8518,NJ,5091
8520,NJ,25674
8525,NJ,3858
8526,NJ,17
8527,NJ,33075
8528,NJ,160
8530,NJ,6466
8533,NJ,4601
8534,NJ,7690
8535,NJ,329
8536,NJ,13008
8540,NJ,33831
8542,NJ,2675
8544,NJ,4227
8550,NJ,5807
8551,NJ,5106
8553,NJ,693
8554,NJ,3826
8556,NJ,42
8558,NJ,3935
8559,NJ,6090
8560,NJ,3354
8562,NJ,3116
8608,NJ,827
8609,NJ,15904
8610,NJ,29852
8611,NJ,25084
8618,NJ,40280
8619,NJ,23627
8620,NJ,12373
8628,NJ,8335
8629,NJ,10670
8638,NJ,26982
8640,NJ,10101
8641,NJ,9971
8648,NJ,25497
8690,NJ,21547
8691,NJ,6524
8701,NJ,47458
8721,NJ,18991
8722,NJ,9324
8723,NJ,28128
8724,NJ,34507
8730,NJ,4290
8731,NJ,16664
8732,NJ,1470
8733,NJ,14205
8734,NJ,5473
8735,NJ,3985
8736,NJ,10341
8738,NJ,1186
8740,NJ,2028
8741,NJ,2354
8742,NJ,25071
8750,NJ,3624
8751,NJ,4044
8752,NJ,2369
8753,NJ,58001
8755,NJ,14892
8757,NJ,29794
8758,NJ,4774
8759,NJ,16321
8801,NJ,6465
8802,NJ,2176
8804,NJ,2111
8805,NJ,11275
8807,NJ,26496
8809,NJ,2994
8810,NJ,6198
8812,NJ,10892
8816,NJ,42319
8817,NJ,41245
8820,NJ,33581
8822,NJ,23579
8823,NJ,154
8824,NJ,10272
8825,NJ,4383
8826,NJ,5525
8827,NJ,4441
8828,NJ,1211
8829,NJ,3886
8830,NJ,16313
8831,NJ,15743
8832,NJ,2746
8833,NJ,7270
8835,NJ,10419
8836,NJ,3024
8837,NJ,9447
8840,NJ,20017
8846,NJ,13055
8848,NJ,7586
8850,NJ,8362
8852,NJ,6881
8853,NJ,9526
8854,NJ,47038
8857,NJ,33884
8859,NJ,20773
8861,NJ,43920
8863,NJ,13568
8865,NJ,28782
8867,NJ,5635
8869,NJ,6306
8872,NJ,14405
8873,NJ,36850
8876,NJ,34212
8879,NJ,20993
8880,NJ,4330
8882,NJ,13692
8884,NJ,13444
8886,NJ,3582
8887,NJ,378
8889,NJ,8303
8901,NJ,41710
8902,NJ,31071
8904,NJ,13165
87001,NM,0
87002,NM,14826
87004,NM,7113
87005,NM,1611
87006,NM,276
87007,NM,2986
87008,NM,1860
87009,NM,66
87010,NM,788
87013,NM,2764
87014,NM,16704
87015,NM,3032
87016,NM,2634
87017,NM,1003
87018,NM,566
87020,NM,428
87023,NM,9
87024,NM,2256
87025,NM,1
87026,NM,1272
87027,NM,5
87028,NM,74
87029,NM,574
87031,NM,23560
87035,NM,5570
87036,NM,1442
87041,NM,1527
87042,NM,2672
87043,NM,8357
87044,NM,1092
87045,NM,1114
87046,NM,0
87047,NM,2672
87048,NM,4900
87050,NM,912
87052,NM,3030
87053,NM,877
87055,NM,1356
87056,NM,552
87059,NM,6861
87062,NM,817
87063,NM,276
87068,NM,6286
87102,NM,20645
87104,NM,11889
87105,NM,50233
87106,NM,26482
87107,NM,30302
87108,NM,36704
87109,NM,39310
87110,NM,42652
87111,NM,47455
87112,NM,45478
87113,NM,3622
87114,NM,16352
87115,NM,0
87116,NM,5761
87118,NM,3067
87120,NM,23796
87121,NM,22253
87122,NM,6127
87123,NM,33808
87124,NM,29586
87301,NM,32311
87310,NM,119
87312,NM,704
87313,NM,6400
87315,NM,112
87320,NM,562
87321,NM,517
87323,NM,4254
87324,NM,2097
87325,NM,5648
87327,NM,7382
87328,NM,2715
87401,NM,36782
87402,NM,7238
87410,NM,10951
87412,NM,1007
87413,NM,9612
87415,NM,2634
87416,NM,819
87417,NM,5087
87418,NM,163
87419,NM,32
87420,NM,14805
87421,NM,378
87501,NM,51715
87505,NM,34054
87510,NM,1538
87513,NM,1333
87514,NM,782
87520,NM,1103
87521,NM,2147
87522,NM,4380
87524,NM,495
87527,NM,1320
87528,NM,2936
87530,NM,928
87531,NM,3377
87532,NM,9437
87535,NM,1246
87537,NM,832
87539,NM,75
87540,NM,516
87544,NM,18122
87549,NM,453
87552,NM,2534
87553,NM,632
87556,NM,2881
87557,NM,174
87560,NM,1619
87563,NM,38
87564,NM,326
87565,NM,844
87566,NM,5209
87567,NM,5947
87571,NM,13297
87573,NM,99
87575,NM,1865
87579,NM,360
87580,NM,238
87581,NM,576
87701,NM,19567
87711,NM,296
87713,NM,180
87714,NM,1582
87715,NM,228
87718,NM,463
87722,NM,52
87724,NM,233
87725,NM,179
87728,NM,390
87729,NM,65
87730,NM,21
87731,NM,62
87732,NM,2636
87733,NM,373
87734,NM,327
87740,NM,8449
87742,NM,480
87743,NM,499
87745,NM,2
87746,NM,87
87747,NM,1976
87750,NM,138
87752,NM,524
87801,NM,9663
87815,NM,33
87820,NM,149
87821,NM,340
87823,NM,439
87825,NM,2715
87827,NM,396
87828,NM,225
87829,NM,188
87830,NM,1172
87831,NM,522
87901,NM,7794
87930,NM,555
87931,NM,860
87932,NM,125
87933,NM,118
87936,NM,432
87937,NM,2314
87940,NM,394
87941,NM,709
87942,NM,58
87943,NM,97
88001,NM,57502
88002,NM,2616
88005,NM,40042
88020,NM,1291
88021,NM,24480
88023,NM,3694
88025,NM,1822
88026,NM,3161
88030,NM,18110
88039,NM,318
88041,NM,271
88042,NM,305
88043,NM,1775
88044,NM,3370
88045,NM,4667
88047,NM,83
88048,NM,3568
88049,NM,818
88061,NM,16135
88101,NM,39152
88112,NM,175
88113,NM,229
88114,NM,17
88116,NM,503
88118,NM,681
88119,NM,1934
88120,NM,265
88121,NM,235
88123,NM,52
88124,NM,976
88125,NM,10
88126,NM,369
88130,NM,14828
88132,NM,30
88133,NM,188
88134,NM,94
88135,NM,1451
88136,NM,224
88201,NM,53644
88210,NM,14689
88213,NM,19
88220,NM,31888
88230,NM,2056
88231,NM,3014
88232,NM,1409
88240,NM,36880
88250,NM,177
88252,NM,2335
88253,NM,740
88256,NM,1851
88260,NM,12046
88264,NM,61
88265,NM,0
88266,NM,0
88267,NM,1393
88301,NM,1288
88310,NM,31204
88314,NM,172
88316,NM,1760
88317,NM,4482
88318,NM,496
88321,NM,290
88324,NM,68
88330,NM,5896
88336,NM,160
88337,NM,2302
88338,NM,150
88339,NM,237
88340,NM,2695
88341,NM,312
88343,NM,38
88344,NM,92
88345,NM,6883
88346,NM,367
88347,NM,69
88348,NM,532
88351,NM,165
88352,NM,4583
88353,NM,741
88354,NM,196
88401,NM,8634
88410,NM,170
88411,NM,358
88412,NM,7
88414,NM,62
88415,NM,2886
88416,NM,218
88417,NM,66
88418,NM,278
88419,NM,172
88421,NM,113
88422,NM,45
88424,NM,185
88426,NM,962
88427,NM,171
88429,NM,27
88430,NM,170
88431,NM,40
88432,NM,66
88433,NM,10
88434,NM,283
88435,NM,2714
88436,NM,105
88437,NM,54
88438,NM,140
88439,NM,125
88441,NM,80
6390,NY,329
10001,NY,18913
10002,NY,84143
10003,NY,51224
10004,NY,3593
10005,NY,202
10006,NY,119
10007,NY,3374
10009,NY,57426
10010,NY,24907
10011,NY,46560
10012,NY,26365
10013,NY,21860
10014,NY,31147
10016,NY,51561
10017,NY,12465
10018,NY,4834
10019,NY,36602
10020,NY,393
10021,NY,106564
10022,NY,31870
10023,NY,57385
10024,NY,65141
10025,NY,100027
10026,NY,28453
10027,NY,54631
10028,NY,42757
10029,NY,74643
10030,NY,21132
10031,NY,55989
10032,NY,61332
10033,NY,58648
10034,NY,41131
10035,NY,28099
10036,NY,16748
10037,NY,14982
10038,NY,14015
10039,NY,25293
10040,NY,39780
10044,NY,8190
10128,NY,52311
10280,NY,5574
10301,NY,35314
10302,NY,13369
10303,NY,17695
10304,NY,33028
10305,NY,30513
10306,NY,49849
10307,NY,7627
10308,NY,24947
10309,NY,18651
10310,NY,20282
10312,NY,49584
10314,NY,78118
10451,NY,42854
10452,NY,55890
10453,NY,70544
10454,NY,35994
10455,NY,31882
10456,NY,70157
10457,NY,62133
10458,NY,70612
10459,NY,30983
10460,NY,47250
10461,NY,45273
10462,NY,61478
10463,NY,67435
10464,NY,4113
10465,NY,37457
10466,NY,58394
10467,NY,85710
10468,NY,65854
10469,NY,53962
10470,NY,13254
10471,NY,23348
10472,NY,61122
10473,NY,53981
10474,NY,22823
10475,NY,37045
10501,NY,745
10502,NY,5529
10504,NY,7077
10506,NY,4332
10507,NY,6161
10509,NY,15852
10510,NY,8509
10511,NY,2008
10512,NY,20716
10514,NY,11097
10516,NY,4904
10518,NY,691
10520,NY,12527
10522,NY,9896
10523,NY,6266
10524,NY,3572
10527,NY,963
10528,NY,11601
10530,NY,13995
10532,NY,7258
10533,NY,7498
10535,NY,213
10536,NY,12263
10537,NY,1604
10538,NY,16840
10541,NY,23687
10543,NY,18193
10546,NY,681
10547,NY,5753
10548,NY,4350
10549,NY,14361
10550,NY,37889
10552,NY,18167
10553,NY,12452
10560,NY,2601
10562,NY,29926
10566,NY,37431
10570,NY,11812
10573,NY,32552
10576,NY,4720
10577,NY,4453
10578,NY,2534
10579,NY,7453
10580,NY,16479
10583,NY,35302
10588,NY,2103
10589,NY,6618
10590,NY,6936
10591,NY,20080
10594,NY,5455
10595,NY,5255
10597,NY,415
10598,NY,28501
10601,NY,8397
10603,NY,14342
10604,NY,8899
10605,NY,17843
10606,NY,13436
10607,NY,7148
10701,NY,59476
10703,NY,19958
10704,NY,31604
10705,NY,36141
10706,NY,8546
10707,NY,15275
10708,NY,20406
10709,NY,2515
10710,NY,24952
10801,NY,30929
10803,NY,11997
10804,NY,14359
10805,NY,18471
10901,NY,21296
10911,NY,14
10913,NY,4770
10916,NY,3065
10917,NY,1407
10918,NY,9196
10919,NY,79
10920,NY,8088
10921,NY,2698
10923,NY,9650
10924,NY,11019
10925,NY,4723
10926,NY,3249
10927,NY,9438
10928,NY,5704
10930,NY,5629
10931,NY,892
10940,NY,51211
10950,NY,30829
10952,NY,25251
10954,NY,16390
10956,NY,33340
10958,NY,3918
10960,NY,14542
10962,NY,6324
10963,NY,4748
10964,NY,996
10965,NY,14791
10968,NY,2104
10969,NY,589
10970,NY,7356
10973,NY,2127
10974,NY,3322
10975,NY,5
10976,NY,894
10977,NY,43435
10980,NY,11437
10983,NY,6181
10984,NY,3971
10985,NY,82
10986,NY,1615
