State/Zip,2000 Population
MI49710,436
MI49712,7971
MI49713,1962
MI49715,2793
MI49716,834
MI49718,912
MI49719,1662
MI49720,9480
MI49721,14995
MI49722,83
MI49724,1194
MI49725,865
MI49726,992
MI49727,7136
MI49728,331
MI49729,1656
MI49730,1842
MI49733,1932
MI49735,18911
MI49736,599
MI49738,10413
MI49740,7329
MI49743,860
MI49744,778
MI49745,204
MI49746,3725
MI49747,1915
MI49748,263
MI49749,4309
MI49751,1830
MI49752,374
MI49753,2227
MI49755,2040
MI49756,4002
MI49757,523
MI49759,1686
MI49760,766
MI49761,31
MI49762,731
MI49764,85
MI49765,4454
MI49766,2544
MI49768,445
MI49769,1515
MI49770,15527
MI49774,1835
MI49775,71
MI49776,2042
MI49777,1541
MI49779,5188
MI49780,2199
MI49781,5202
MI49782,551
MI49783,21461
MI49788,5075
MI49791,68
MI49792,69
MI49793,143
MI49795,1939
MI49796,173
MI49799,2112
MI497HH,0
MI497XX,0
MI49801,12401
MI49802,7011
MI49805,222
MI49806,570
MI49807,3660
MI49808,187
MI49812,867
MI49813,230
MI49814,1558
MI49815,544
MI49816,749
MI49817,572
MI49818,1035
MI49820,844
MI49821,1439
MI49822,164
MI49825,214
MI49826,38
MI49827,945
MI49829,18414
MI49831,40
MI49833,249
MI49834,279
MI49835,964
MI49836,685
MI49837,9655
MI49838,341
MI49839,433
MI49840,843
MI49841,5583
MI49847,1041
MI49848,189
MI49849,12619
MI49852,115
MI49853,1303
MI49854,6752
MI49855,32378
MI49858,13303
MI49861,511
MI49862,5073
MI49863,125
MI49864,21
MI49866,7817
MI49868,5751
MI49870,3467
MI49871,454
MI49872,59
MI49873,100
MI49874,1089
MI49876,1195
MI49877,51
MI49878,3918
MI49879,996
MI49880,1214
MI49881,380
MI49883,188
MI49884,942
MI49885,2074
MI49886,556
MI49887,2309
MI49891,944
MI49892,2046
MI49893,1679
MI49894,738
MI49895,663
MI49896,1652
MI498HH,0
MI498XX,82
MI49901,387
MI49902,200
MI49903,166
MI49905,1613
MI49908,3133
MI49910,440
MI49911,3035
MI49912,1115
MI49913,8047
MI49915,904
MI49916,2669
MI49917,188
MI49918,75
MI49919,204
MI49920,4460
MI49921,413
MI49922,1213
MI49925,662
MI49927,484
MI49929,159
MI49930,6185
MI49931,9006
MI49934,907
MI49935,5864
MI49938,8936
MI49942,250
MI49945,2669
MI49946,4148
MI49947,1158
MI49948,688
MI49950,1419
MI49952,73
MI49953,3320
MI49955,685
MI49958,1286
MI49959,384
MI49960,267
MI49961,141
MI49962,248
MI49963,705
MI49964,1017
MI49965,437
MI49967,444
MI49968,2488
MI49969,1486
MI49970,360
MI49971,628
MI499HH,0
MI499XX,156
MN55001,2664
MN55003,3162
MN55005,4093
MN55006,3262
MN55007,2128
MN55008,12310
MN55009,7832
MN55010,29
MN55011,8696
MN55012,1574
MN55013,5000
MN55014,26384
MN55016,30141
MN55017,692
MN55018,909
MN55019,1039
MN55020,2326
MN55021,27377
MN55024,21125
MN55025,19659
MN55026,387
MN55027,2589
MN55030,1121
MN55031,1797
MN55032,3101
MN55033,25799
MN55036,198
MN55037,4428
MN55038,10687
MN55040,9495
MN55041,7462
MN55042,7583
MN55043,4028
MN55044,35085
MN55045,5301
MN55046,2945
MN55047,2624
MN55049,2246
MN55051,9171
MN55052,2139
MN55053,710
MN55055,3795
MN55056,10835
MN55057,22011
MN55060,26230
MN55063,8294
MN55065,980
MN55066,18412
MN55068,20734
MN55069,4557
MN55070,5575
MN55071,5185
MN55072,4050
MN55073,2790
MN55074,893
MN55075,20108
MN55076,18589
MN55077,10590
MN55079,7064
MN55080,2297
MN55082,30311
MN55084,1431
MN55085,237
MN55087,254
MN55088,1569
MN55089,1764
MN55090,390
MN55092,9239
MN550HH,0
MN55101,21969
MN55102,17727
MN55103,14728
MN55104,46133
MN55105,27818
MN55106,54296
MN55107,16032
MN55108,15914
MN55109,30514
MN55110,39703
MN55112,45035
MN55113,38278
MN55114,1309
MN55115,9018
MN55116,23552
MN55117,39578
MN55118,27270
MN55119,37778
MN55120,4722
MN55121,7714
MN55122,28019
MN55123,27448
MN55124,46454
MN55125,40093
MN55126,25377
MN55127,16979
MN55128,27309
MN55129,6285
MN55150,152
MN551HH,0
MN55301,3962
MN55302,6579
MN55303,42088
MN55304,39049
MN55305,19299
MN55306,15033
MN55307,3696
MN55308,6268
MN55309,12295
MN55310,1785
MN55311,19827
MN55312,1636
MN55313,18175
MN55314,1362
MN55315,2444
MN55316,22422
MN55317,17114
MN55318,19232
MN55319,4369
MN55320,3684
MN55321,5110
MN55322,2754
MN55324,1227
MN55325,4112
MN55327,3502
MN55328,7332
MN55329,2024
MN55330,26514
MN55331,17584
MN55332,2149
MN55333,857
MN55334,2975
MN55335,1911
MN55336,8078
MN55337,45174
MN55338,917
MN55339,960
MN55340,5836
MN55341,1045
MN55342,2143
MN55343,24475
MN55344,13022
MN55345,22227
MN55346,17920
MN55347,23980
MN55349,3731
MN55350,17295
MN55352,6270
MN55353,2827
MN55354,2303
MN55355,9613
MN55356,4738
MN55357,3497
MN55358,4590
MN55359,5612
MN55360,1527
MN55362,13833
MN55363,2839
MN55364,14983
MN55367,950
MN55368,2248
MN55369,33294
MN55370,787
MN55371,12400
MN55372,22828
MN55373,4363
MN55374,9317
MN55375,1907
MN55376,7675
MN55378,21882
MN55379,23250
MN55381,1887
MN55382,3799
MN55384,1473
MN55385,1359
MN55386,3448
MN55387,8595
MN55388,4482
MN55389,2511
MN55390,1790
MN55391,16135
MN55395,2636
MN55396,2265
MN55397,2565
MN55398,10172
MN553HH,0
MN55401,3649
MN55402,176
MN55403,14873
MN55404,27282
MN55405,15909
MN55406,33033
MN55407,37879
MN55408,30564
MN55409,21100
MN55410,18435
MN55411,31689
MN55412,25010
MN55413,12082
MN55414,24126
MN55415,1713
MN55416,27276
MN55417,25117
MN55418,30795
MN55419,17197
MN55420,21315
MN55421,25622
MN55422,27810
MN55423,34594
MN55424,9821
MN55425,9027
MN55426,25458
MN55427,23441
MN55428,29933
MN55429,25930
MN55430,21102
MN55431,18542
MN55432,30576
MN55433,34714
MN55434,27553
MN55435,11268
MN55436,12607
MN55437,18828
MN55438,17425
MN55439,8884
MN55441,17398
MN55442,13196
MN55443,25379
MN55444,15702
MN55445,8853
MN55446,12464
MN55447,23435
MN55448,26551
MN55449,11678
MN55450,0
MN55454,6772
MN55455,2036
MN554HH,0
MN55601,206
MN55602,236
MN55603,603
MN55604,3384
MN55605,557
MN55606,272
MN55607,126
MN55609,257
MN55612,510
MN55613,187
MN55614,2758
MN55615,246
MN55616,6806
MN556HH,0
MN556XX,41
MN55702,404
MN55703,768
MN55704,1269
MN55705,3385
MN55706,2050
MN55707,3179
MN55708,895
MN55709,4271
MN55710,1498
MN55711,514
MN55712,401
MN55713,914
MN55716,383
MN55717,376
MN55718,2772
MN55719,5889
MN55720,15814
MN55721,2867
MN55722,982
MN55723,2557
MN55724,775
MN55725,111
MN55726,882
MN55731,6264
MN55732,1486
MN55733,4106
MN55734,6640
MN55735,2034
MN55736,1535
MN55738,631
MN55741,3190
MN55742,483
MN55744,19799
MN55746,18129
MN55748,1300
MN55749,293
MN55750,2175
MN55751,1726
MN55752,390
MN55753,1061
MN55756,296
MN55757,777
MN55758,252
MN55760,2789
MN55763,591
MN55764,491
MN55765,766
MN55767,3930
MN55768,2768
MN55769,2258
MN55771,1755
MN55775,1351
MN55779,3490
MN55780,132
MN55781,408
MN55782,374
MN55783,1946
MN55784,77
MN55785,237
MN55786,266
MN55787,362
MN55790,1883
MN55792,10904
MN55793,646
MN55795,1527
MN55796,157
MN55797,1325
MN55798,706
MN557HH,0
MN557XX,5
MN55802,2452
MN55803,16446
MN55804,14263
MN55805,11028
MN55806,9587
MN55807,10302
MN55808,5927
MN55810,8608
MN55811,25294
MN55812,10085
MN558HH,0
MN55901,42221
MN55902,18592
MN55904,24407
MN55906,16153
MN55909,1542
MN55910,1576
MN55912,28012
MN55917,3710
MN55918,999
MN55919,1387
MN55920,5618
MN55921,5197
MN55922,1037
MN55923,4113
MN55924,1405
MN55925,998
MN55926,886
MN55927,3418
MN55929,963
MN55931,256
MN55932,1796
MN55933,251
MN55934,2770
MN55935,770
MN55936,1761
MN55939,2154
MN55940,2524
MN55941,1075
MN55943,3002
MN55944,7234
MN55945,1573
MN55946,3310
MN55947,7338
MN55949,1979
MN55950,152
MN55951,1546
MN55952,2488
MN55953,977
MN55954,
MN55955,945
MN55956,1904
MN55957,741
MN55959,2191
MN55960,2797
MN55961,453
MN55962,849
MN55963,4164
MN55964,4303
MN55965,2292
MN55967,801
MN55969,1406
MN55970,919
MN55971,2863
MN55972,4506
MN55973,302
MN55974,2281
MN55975,4834
MN55976,6923
MN55977,197
MN55979,928
MN55981,4176
MN55982,535
MN55983,1409
MN55985,2055
MN55987,34771
MN55988,226
MN55990,959
MN55991,1404
MN55992,4353
MN559HH,0
MN56001,38940
MN56003,12769
MN56007,21525
MN56009,1721
MN56010,1250
MN56011,6028
MN56013,4903
MN56014,823
MN56016,1126
MN56017,1607
MN56019,949
MN56020,124
MN56021,1056
MN56022,133
MN56023,567
MN56024,2239
MN56025,474
MN56026,1932
MN56027,
MN56028,956
MN56029,758
MN56031,12725
MN56032,332
MN56033,389
MN56034,634
MN56035,485
MN56036,2137
MN56037,1633
MN56039,1107
MN56041,1202
MN56042,741
MN56043,479
MN56044,2037
MN56045,783
MN56048,3952
MN56050,1353
MN56051,794
MN56052,760
MN56054,1011
MN56055,3812
MN56056,116
MN56057,3757
MN56058,5903
MN56060,530
MN56062,3328
MN56063,2462
MN56064,118
MN56065,2740
MN56068,1090
MN56069,4379
MN56071,8771
MN56072,2508
MN56073,17199
MN56074,1821
MN56075,172
MN56076,465
MN56078,543
MN56080,720
MN56081,6314
MN56082,12232
MN56083,1050
MN56085,5942
MN56087,3335
MN56088,2163
MN56089,225
MN56090,667
MN56091,374
MN56093,12927
MN56096,3198
MN56097,4350
MN56098,2485
MN560HH,0
MN56101,5960
MN56110,2004
MN56111,516
MN56113,298
MN56114,393
MN56115,1410
MN56116,699
MN56117,396
MN56118,481
MN56119,1151
MN56120,1193
MN56121,715
MN56122,672
MN56123,700
MN56127,446
MN56128,1993
MN56129,
MN56131,2433
MN56132,555
MN56134,395
MN56136,1194
MN56137,1319
MN56138,834
MN56139,503
MN56140,131
MN56141,400
MN56142,1171
MN56143,4845
MN56144,969
MN56145,639
MN56147,247
MN56149,1605
MN56150,2879
MN56151,844
MN56152,1618
MN56153,233
MN56155,469
MN56156,6332
MN56157,665
MN56158,396
MN56159,3089
MN56160,279
MN56161,477
MN56162,283
MN56164,5958
MN56165,419
MN56166,267
MN56167,878
MN56168,1062
MN56169,777
MN56170,681
MN56171,1850
MN56172,3105
MN56173,429
MN56174,441
MN56175,3232
MN56176,1151
MN56177,123
MN56178,1824
MN56180,1098
MN56181,1211
MN56183,1482
MN56185,617
MN56186,460
MN56187,12654
MN561HH,0
MN56201,22126
MN56207,352
MN56208,3700
MN56209,2492
MN56211,685
MN56212,706
MN56214,846
MN56215,4977
MN56216,827
MN56218,734
MN56219,
MN56220,3433
MN56221,1024
MN56222,2218
MN56223,1612
MN56224,377
MN56225,826
MN56226,259
MN56227,231
MN56228,1048
MN56229,1836
MN56230,982
MN56231,494
MN56232,2497
MN56235,637
MN56236,448
MN56237,634
MN56239,582
MN56240,1121
MN56241,4331
MN56243,1752
MN56244,1441
MN56245,555
MN56246,435
MN56248,902
MN56249,379
MN56251,895
MN56252,1299
MN56253,1138
MN56255,443
MN56256,2927
MN56257,558
MN56258,14846
MN56260,974
MN56262,727
MN56263,573
MN56264,2346
MN56265,7991
MN56266,1722
MN56267,6739
MN56270,1079
MN56271,1323
MN56273,4165
MN56274,193
MN56276,287
MN56277,3384
MN56278,2901
MN56279,1180
MN56280,562
MN56281,603
MN56282,1639
MN56283,7099
MN56284,2222
MN56285,1174
MN56287,94
MN56288,4676
MN56289,598
MN56291,537
MN56292,705
MN56293,1244
MN56294,108
MN56295,289
MN56296,2310
MN56297,852
MN562HH,
MN562XX,0
MN56301,29030
MN56303,23601
MN56304,15703
MN56307,4082
MN56308,21829
MN56309,1169
MN56310,4888
MN56311,750
MN56312,2560
MN56313,52
MN56314,1052
MN56315,1534
MN56316,1487
MN56318,1124
MN56319,1113
MN56320,7834
MN56323,617
MN56324,1049
MN56325,165
MN56326,1388
MN56327,743
MN56328,143
MN56329,6313
MN56330,1343
MN56331,1747
MN56332,1189
MN56334,5366
MN56335,163
MN56336,1734
MN56338,1561
MN56339,1130
MN56340,2287
MN56342,2744
MN56343,900
MN56345,14694
MN56347,6456
MN56349,688
MN56350,329
MN56352,5625
MN56353,7346
MN56354,1157
MN56355,526
MN56356,146
MN56357,822
MN56358,3013
MN56359,3524
MN56360,3806
MN56361,2461
MN56362,5763
MN56364,5283
MN56367,5441
MN56368,3694
MN56369,416
MN56371,108
MN56373,2546
MN56374,10062
MN56375,832
MN56376,187
MN56377,12656
MN56378,7204
MN56379,12696
MN56381,2684
MN56382,1501
MN56384,346
MN56385,1001
MN56386,834
MN56387,6603
MN563HH,0
MN56401,27604
MN56425,5520
MN56431,8347
MN56433,1601
MN56434,84
MN56435,2726
MN56436,290
MN56437,1267
MN56438,2781
MN56440,1334
MN56441,3320
MN56442,2107
MN56443,1398
MN56444,3618
MN56446,1677
MN56447,1026
MN56448,393
MN56449,1419
MN56450,1015
MN56452,1811
MN56453,856
MN56455,630
MN56456,223
MN56458,303
MN56461,2712
MN56464,3939
MN56465,1727
MN56466,2762
MN56467,2212
MN56468,4645
MN56469,1020
MN56470,9610
MN56472,5048
MN56473,2505
MN56474,3792
MN56475,1554
MN56477,2800
MN56479,5315
MN56481,2091
MN56482,7040
MN56484,3508
MN564HH,0
MN564XX,0
MN56501,15047
MN56510,2372
MN56511,1574
MN56513,194
MN56514,3232
MN56515,2733
MN56516,318
MN56517,310
MN56518,324
MN56519,335
MN56520,4182
MN56521,818
MN56522,733
MN56523,575
MN56524,753
MN56525,127
MN56527,797
MN56528,1658
MN56529,3034
MN56531,2222
MN56533,293
MN56534,1108
MN56535,1340
MN56536,570
MN56537,19054
MN56540,1982
MN56542,2871
MN56543,289
MN56544,4744
MN56545,828
MN56546,368
MN56547,2406
MN56548,868
MN56549,4177
MN56550,432
MN56551,2343
MN56552,432
MN56553,331
MN56554,2471
MN56556,1159
MN56557,2833
MN56560,35005
MN56565,138
MN56566,367
MN56567,3265
MN56568,151
MN56569,1579
MN56570,1306
MN56571,1636
MN56572,5622
MN56573,5706
MN56574,342
MN56575,721
MN56576,934
MN56578,842
MN56579,1214
MN56580,835
MN56581,364
MN56583,211
MN56584,1704
MN56585,1016
MN56586,1770
MN56587,1318
MN56588,459
MN56589,1792
MN56590,373
MN56592,483
MN56594,494
MN565HH,0
MN565XX,8
MN56601,28491
MN56621,4371
MN56623,3350
MN56626,434
MN56627,376
MN56628,1702
MN56629,26
MN56630,2244
MN56633,4323
MN56634,1669
MN56636,4907
MN56637,277
MN56639,402
MN56641,338
MN56644,764
MN56646,393
MN56647,731
MN56649,10774
MN56650,811
MN56651,521
MN56652,488
MN56653,1434
MN56654,130
MN56655,1394
MN56657,263
MN56659,155
MN56660,301
MN56661,1041
MN56662,532
MN56663,188
MN56666,1029
MN56667,670
MN56669,402
MN56670,2137
MN56671,1884
MN56672,1934
MN56673,786
MN56676,1694
MN56678,774
MN56680,80
MN56681,291
MN56683,549
MN56684,420
MN56685,129
MN56686,1016
MN56687,127
MN56688,98
MN566HH,0
MN566XX,73
MN56701,12340
MN56710,527
MN56711,121
MN56712,291
MN56713,1057
MN56714,1428
MN56715,394
MN56716,9894
MN56720,69
MN56721,9036
MN56722,411
MN56723,1246
MN56724,226
MN56725,954
MN56726,1714
MN56727,787
MN56728,1621
MN56729,187
MN56731,106
MN56732,1224
MN56733,615
MN56734,546
MN56735,880
MN56736,875
MN56737,870
MN56738,1319
MN56741,31
MN56742,760
MN56744,512
MN56748,647
MN56750,2701
MN56751,5762
MN56754,509
MN56755,170
MN56756,878
MN56757,1078
MN56758,425
MN56759,288
MN56760,402
MN56761,569
MN56762,2350
MN56763,5276
MN567HH,0
MN567XX,323
MN582HH,
MS38601,2272
MS38603,2672
MS38606,15180
MS38609,134
MS38610,3374
MS38611,14987
MS38614,23267
MS38617,1220
MS38618,10863
MS38619,4811
MS38620,3834
MS38621,2431
MS38622,666
MS38623,399
MS38625,1110
MS38626,1469
MS38627,854
MS38629,1503
MS38630,134
MS38631,1580
MS38632,16066
MS38633,2103
MS38635,16360
MS38637,15606
MS38639,1280
MS38641,1965
MS38642,2508
MS38643,3074
MS38644,260
MS38645,1852
MS38646,3650
MS38647,470
MS38649,123
MS38650,3559
MS38651,6767
MS38652,15654
MS38654,27638
MS38655,30027
MS38658,2058
MS38659,3298
MS38661,1997
MS38663,11583
MS38664,1374
MS38665,1784
MS38666,7149
MS38668,13019
MS38669,72
MS38670,1139
MS38671,27261
MS38672,1417
MS38673,490
MS38674,1068
MS38676,6584
MS38677,3329
MS38680,8643
MS38683,4742
MS38685,84
MS386HH,0
MS386XX,581
MS38701,30039
MS38703,17989
MS38720,430
MS38721,1764
MS38722,912
MS38723,167
MS38725,1266
MS38726,1435
MS38730,1432
MS38732,19604
MS38736,1554
MS38737,3569
MS38738,4906
MS38739,135
MS38740,777
MS38744,1118
MS38745,152
MS38746,1204
MS38748,5268
MS38751,13529
MS38753,1839
MS38754,2674
MS38756,7372
MS38758,63
MS38759,1352
MS38760,845
MS38761,3167
MS38762,3320
MS38763,84
MS38764,366
MS38765,261
MS38767,97
MS38768,222
MS38769,2422
MS38771,3522
MS38772,169
MS38773,4612
MS38774,3368
MS38778,2051
MS387HH,0
MS387XX,10
MS38801,28056
MS38804,16933
MS38821,12647
MS38824,8073
MS38826,3841
MS38827,2805
MS38828,3239
MS38829,18715
MS38833,2472
MS38834,26744
MS38838,1443
MS38841,2510
MS38843,11644
MS38844,300
MS38846,2287
MS38847,3414
MS38848,816
MS38849,4219
MS38850,2839
MS38851,9244
MS38852,
MS38855,4442
MS38856,1840
MS38857,2657
MS38858,7197
MS38859,763
MS38860,5859
MS38862,2978
MS38863,17941
MS38864,1808
MS38865,4845
MS38866,8969
MS38868,5278
MS38869,425
MS38870,2953
MS38871,1541
MS38873,2514
MS38874,95
MS38876,1275
MS38878,2736
MS38879,804
MS38880,87
MS388HH,0
MS38901,20055
MS38913,468
MS38914,404
MS38915,4087
MS38916,5298
MS38917,3344
MS38920,808
MS38921,5248
MS38922,3434
MS38923,1361
MS38924,1074
MS38925,2400
MS38927,1124
MS38928,836
MS38929,1381
MS38930,28116
MS38940,1991
MS38941,5652
MS38943,522
MS38944,827
MS38946,508
MS38947,791
MS38948,2292
MS38949,258
MS38950,624
MS38951,1326
MS38952,781
MS38953,607
MS38954,1792
MS38957,969
MS38959,128
MS38961,1303
MS38962,309
MS38963,2062
MS38964,164
MS38965,8797
MS38966,1377
MS38967,7994
MS389HH,0
MS389XX,395
MS39038,5907
MS39039,2112
MS39040,3405
MS39041,3329
MS39042,29568
MS39044,3606
MS39045,1194
MS39046,22975
MS39047,24725
MS39051,15683
MS39054,1070
MS39056,25377
MS39057,1889
MS39059,12283
MS39060,54
MS39061,146
MS39062,402
MS39063,4045
MS39066,4789
MS39067,1542
MS39069,6501
MS39071,4549
MS39073,17446
MS39074,16111
MS39078,827
MS39079,1929
MS39082,1307
MS39083,10234
MS39086,2268
MS39088,142
MS39090,13443
MS39092,2552
MS39094,3502
MS39095,7914
MS39096,4138
MS39097,1168
MS39098,207
MS390HH,0
MS390XX,252
MS39107,133
MS39108,2065
MS39109,74
MS39110,23693
MS39111,10337
MS39112,217
MS39113,1081
MS39114,10038
MS39115,160
MS39116,2430
MS39117,9959
MS39119,5584
MS39120,34693
MS39140,2369
MS39144,1069
MS39145,5407
MS39146,3271
MS39148,56
MS39149,1864
MS39150,6228
MS39151,28
MS39152,1195
MS39153,3578
MS39154,9747
MS39156,406
MS39157,20463
MS39159,3457
MS39160,2850
MS39161,82
MS39162,222
MS39166,881
MS39168,6391
MS39169,3841
MS39170,7427
MS39174,827
MS39175,4820
MS39176,2305
MS39177,176
MS39179,1323
MS39180,33309
MS39183,15929
MS39189,3344
MS39191,7446
MS39192,2116
MS39194,21030
MS391HH,0
MS391XX,0
MS39201,1089
MS39202,8830
MS39203,9593
MS39204,19806
MS39206,28321
MS39208,30699
MS39209,34755
MS39210,733
MS39211,23989
MS39212,38487
MS39213,26653
MS39216,3904
MS39218,6204
MS39269,0
MS392HH,0
MS39301,28485
MS39305,19206
MS39307,18230
MS39320,2099
MS39322,1965
MS39323,1240
MS39325,4947
MS39326,851
MS39327,4032
MS39328,4553
MS39330,2568
MS39332,1710
MS39335,4136
MS39336,1270
MS39337,2059
MS39338,3380
MS39339,16493
MS39341,8255
MS39345,6629
MS39346,2658
MS39347,1389
MS39348,459
MS39350,22606
MS39352,944
MS39354,2006
MS39355,7502
MS39356,957
MS39358,1862
MS39359,305
MS39360,4137
MS39361,1743
MS39362,2895
MS39363,2044
MS39364,3123
MS39365,7944
MS39366,1763
MS39367,16007
MS393HH,0
MS393XX,44
MS39401,41944
MS39402,31116
MS39421,3459
MS39422,6000
MS39423,2821
MS39425,929
MS39426,13198
MS39427,1285
MS39428,9636
MS39429,17281
MS39436,53
MS39437,12204
MS39439,4811
MS39440,21391
MS39443,20492
MS39451,5920
MS39452,22872
MS39455,7343
MS39456,1541
MS39459,3211
MS39461,486
MS39462,1302
MS39464,2277
MS39465,17387
MS39466,24473
MS39470,11262
MS39474,6848
MS39475,9539
MS39476,7180
MS39477,983
MS39478,1847
MS39479,5512
MS39480,2479
MS39481,2406
MS39482,7582
MS39483,5552
MS394HH,0
MS394XX,91
MS39501,26121
MS39503,36248
MS39507,19289
MS39520,17277
MS39525,5886
MS39530,17214
MS39531,20343
MS39532,33215
MS39553,16479
MS39556,4445
MS39560,19492
MS39561,1260
MS39562,16604
MS39563,15923
MS39564,31819
MS39565,14247
MS39567,13756
MS39571,16859
MS39572,1782
MS39573,6791
MS39574,10980
MS39576,6959
MS39577,10506
MS39581,12403
MS395HH,0
MS395XX,17
MS39601,22654
MS39629,5924
MS39630,982
MS39631,3731
MS39632,84
MS39633,1045
MS39635,150
MS39638,3743
MS39641,4101
MS39643,1203
MS39645,5275
MS39647,1292
MS39648,21401
MS39652,7942
MS39653,3115
MS39654,5697
MS39656,969
MS39657,2489
MS39661,3121
MS39662,883
MS39663,3290
MS39664,2034
MS39665,1117
MS39666,9519
MS39667,12156
MS39668,718
MS39669,6461
MS396HH,0
MS396XX,0
MS39701,18685
MS39702,22115
MS39704,200
MS39705,15033
MS39730,13034
MS39735,5433
MS39736,205
MS39739,2616
MS39740,1429
MS39741,1632
MS39743,2151
MS39744,6890
MS39745,839
MS39746,3265
MS39747,2469
MS39750,2432
MS39751,822
MS39752,1738
MS39755,1410
MS39756,1887
MS39759,38704
MS39762,856
MS39766,2652
MS39767,442
MS39769,2055
MS39771,27
MS39772,2478
MS39773,17520
MS39776,2145
MS397HH,0
MS397XX,0
MO51630,
MO51640,
MO52626,
MO63005,16674
MO63010,36885
MO63011,38100
MO63012,9367
MO63013,1636
MO63014,840
MO63015,2201
MO63016,7829
MO63017,42716
MO63019,4095
MO63020,20238
MO63021,54560
MO63023,5253
MO63025,11046
MO63026,41383
MO63028,23221
MO63030,346
MO63031,50013
MO63033,45574
MO63034,16803
MO63036,961
MO63037,3184
MO63038,5066
MO63039,832
MO63040,8300
MO63041,310
MO63042,19162
MO63043,22401
MO63044,14623
MO63048,2407
MO63049,13931
MO63050,13206
MO63051,13230
MO63052,19374
MO63055,1767
MO63056,2031
MO63060,2467
MO63061,259
MO63068,4502
MO63069,15145
MO63070,5807
MO63071,1063
MO63072,2915
MO63074,15399
MO63077,11071
MO63080,12664
MO63084,13864
MO63087,915
MO63088,8366
MO63089,5690
MO63090,20995
MO63091,1228
MO630HH,0
MO63101,1327
MO63102,1311
MO63103,4603
MO63104,19088
MO63105,14490
MO63106,10553
MO63107,16313
MO63108,20890
MO63109,29264
MO63110,20163
MO63111,21583
MO63112,22678
MO63113,16101
MO63114,38479
MO63115,25238
MO63116,47017
MO63117,9771
MO63118,30222
MO63119,34416
MO63120,13268
MO63121,29172
MO63122,38653
MO63123,49680
MO63124,9819
MO63125,33150
MO63126,15386
MO63127,4852
MO63128,29122
MO63129,51191
MO63130,34424
MO63131,16396
MO63132,13731
MO63133,8693
MO63134,14982
MO63135,21532
MO63136,53604
MO63137,21217
MO63138,21879
MO63139,24364
MO63140,789
MO63141,20025
MO63143,10978
MO63144,9072
MO63146,29760
MO63147,13190
MO631HH,0
MO63301,46052
MO63303,41659
MO63304,38383
MO63330,148
MO63332,1163
MO63333,835
MO63334,8018
MO63336,1092
MO63339,953
MO63341,3154
MO63343,4560
MO63344,1386
MO63345,512
MO63347,2623
MO63348,4460
MO63349,1335
MO63350,551
MO63351,1595
MO63352,1270
MO63353,5244
MO63357,4861
MO63359,1433
MO63361,4271
MO63362,4380
MO63363,1648
MO63366,57519
MO63367,8197
MO63369,1978
MO63370,41
MO63373,685
MO63376,68970
MO63377,2164
MO63379,15290
MO63381,494
MO63382,4955
MO63383,12188
MO63384,2117
MO63385,13931
MO63386,598
MO63387,95
MO63388,636
MO63389,4580
MO63390,6960
MO633HH,0
MO63401,21891
MO63430,662
MO63431,385
MO63432,686
MO63433,56
MO63434,503
MO63435,4261
MO63436,1309
MO63437,1632
MO63438,518
MO63439,199
MO63440,1434
MO63441,1116
MO63443,449
MO63445,4067
MO63446,621
MO63447,1117
MO63448,1679
MO63450,178
MO63451,297
MO63452,1197
MO63453,496
MO63454,869
MO63456,4208
MO63457,289
MO63458,229
MO63459,3802
MO63460,344
MO63461,5571
MO63462,1443
MO63463,643
MO63464,43
MO63465,508
MO63468,2949
MO63469,1235
MO63471,662
MO63472,511
MO63473,282
MO63474,625
MO634HH,0
MO63501,21110
MO63530,987
MO63531,563
MO63532,1367
MO63533,830
MO63534,840
MO63535,96
MO63536,851
MO63537,1910
MO63538,293
MO63539,289
MO63540,160
MO63541,420
MO63543,412
MO63544,872
MO63545,1175
MO63546,1416
MO63547,607
MO63548,1255
MO63549,2585
MO63551,445
MO63552,7868
MO63555,3309
MO63556,3933
MO63557,278
MO63558,811
MO63559,1452
MO63560,278
MO63561,1162
MO63563,551
MO63565,3948
MO63566,68
MO63567,145
MO635HH,0
MO63601,15604
MO63620,1405
MO63621,1222
MO63622,904
MO63623,823
MO63624,3583
MO63625,538
MO63626,142
MO63627,2769
MO63628,11667
MO63629,1416
MO63630,4224
MO63631,953
MO63633,712
MO63636,684
MO63637,807
MO63638,2910
MO63640,22584
MO63645,10713
MO63648,1355
MO63650,4672
MO63653,1045
MO63654,542
MO63655,1594
MO63656,470
MO63660,4155
MO63662,1162
MO63663,585
MO63664,8525
MO63665,306
MO63670,11654
MO63673,2042
MO63674,146
MO63675,157
MO636HH,0
MO63701,32331
MO63703,9561
MO63730,3328
MO63732,634
MO63735,898
MO63736,3211
MO63738,74
MO63739,621
MO63740,5466
MO63742,110
MO63743,46
MO63747,388
MO63748,1127
MO63750,131
MO63751,1029
MO63753,259
MO63755,20710
MO63758,208
MO63760,646
MO63763,138
MO63764,5784
MO63766,944
MO63767,787
MO63769,1300
MO63770,115
MO63771,2852
MO63774,170
MO63775,15999
MO63780,6524
MO63781,1072
MO63782,375
MO63783,161
MO63784,272
MO63785,871
MO63787,684
MO637HH,0
MO63801,23779
MO63820,301
MO63821,999
MO63822,2803
MO63823,1156
MO63824,120
MO63825,4429
MO63826,178
MO63827,1151
MO63828,352
MO63829,1257
MO63830,7680
MO63833,281
